filename,unit,amino_count,ratio_w_ge10
AF-O15018-F5.csv,A,1399,0.6890636168691923
AF-Q96JQ2-F1.csv,A,1001,0.4745254745254745
AF-Q9NZA1-F1.csv,A,409,0.30073349633251834
AF-Q9H0M4-F1.csv,A,647,0.46213292117465227
AF-B4E2M5-F1.csv,A,195,0.11282051282051282
AF-P09488-F1.csv,A,217,0.07834101382488479
AF-Q8TED4-F1.csv,A,500,0.094
AF-P98088-F2.csv,A,1399,0.20800571837026446
AF-Q96DC8-F1.csv,A,302,0.17880794701986755
AF-Q9HCJ1-F1.csv,A,491,0.048879837067209775
AF-O43572-F1.csv,A,661,0.32223903177004537
AF-Q8N1P7-F1.csv,A,1660,0.463855421686747
AF-P02776-F1.csv,A,100,0.16
AF-Q9H2F3-F1.csv,A,368,0.09782608695652174
AF-Q17RA5-F1.csv,A,78,0.1282051282051282
AF-Q5VVJ2-F1.csv,A,827,0.32043530834340994
AF-Q9H1M4-F1.csv,A,98,0.11224489795918367
AF-O43194-F1.csv,A,452,0.1592920353982301
AF-A0A1B0GW35-F1.csv,A,171,0.14035087719298245
AF-Q6PJ61-F1.csv,A,602,0.3953488372093023
AF-Q6UWE3-F1.csv,A,99,0.09090909090909091
AF-P08559-F1.csv,A,389,0.12853470437017994
AF-Q14146-F1.csv,A,1523,0.060407091267235716
AF-Q70SY1-F1.csv,A,519,0.4258188824662813
AF-Q8NF91-F17.csv,A,1399,0.18012866333095068
AF-Q5CZC0-F23.csv,A,1399,0.2916368834882059
AF-Q8N7U6-F1.csv,A,832,0.2776442307692308
AF-Q96EC8-F1.csv,A,235,0.16170212765957448
AF-Q6EMB2-F1.csv,A,1280,0.359375
AF-O15143-F1.csv,A,371,0.15633423180592992
AF-Q8NFY4-F1.csv,A,1072,0.38992537313432835
AF-Q96IZ5-F1.csv,A,412,0.24514563106796117
AF-Q5JX71-F1.csv,A,170,0.34705882352941175
AF-O43323-F1.csv,A,395,0.16455696202531644
AF-A6NK53-F1.csv,A,669,0.21375186846038863
AF-A6NNZ2-F1.csv,A,443,0.060948081264108354
AF-Q5T4S7-F1.csv,A,1399,0.1222301644031451
AF-Q9BUV8-F1.csv,A,136,0.125
AF-Q701N4-F1.csv,A,176,0.8068181818181818
AF-P0C7H9-F1.csv,A,529,0.31947069943289225
AF-Q8WVH0-F1.csv,A,157,0.2229299363057325
AF-Q8N1D5-F1.csv,A,193,0.13989637305699482
AF-Q9NSB8-F1.csv,A,353,0.11048158640226628
AF-Q9H081-F1.csv,A,204,0.03431372549019608
AF-Q8IYN6-F1.csv,A,163,0.4049079754601227
AF-Q67FW5-F1.csv,A,345,0.12753623188405797
AF-P43307-F1.csv,A,285,0.3087719298245614
AF-H3BV60-F1.csv,A,291,0.27147766323024053
AF-Q6ZQR2-F1.csv,A,319,0.18495297805642633
AF-Q9N2J8-F1.csv,A,554,0.2581227436823105
AF-Q92633-F1.csv,A,363,0.1322314049586777
AF-Q6ZS82-F1.csv,A,234,0.10683760683760683
AF-P01116-F1.csv,A,188,0.1702127659574468
AF-Q9UJJ7-F1.csv,A,311,0.1639871382636656
AF-Q7L099-F1.csv,A,468,0.07905982905982906
AF-Q9HAU4-F1.csv,A,747,0.1459170013386881
AF-O60906-F1.csv,A,422,0.13744075829383887
AF-Q9Y6N9-F1.csv,A,551,0.17785843920145192
AF-P84103-F1.csv,A,163,0.4110429447852761
AF-Q8TB40-F1.csv,A,341,0.11143695014662756
AF-Q6ZSY5-F1.csv,A,798,0.4473684210526316
AF-O94844-F1.csv,A,695,0.13525179856115108
AF-Q92484-F1.csv,A,452,0.17699115044247787
AF-Q9P0U3-F1.csv,A,643,0.39813374805598756
AF-O95995-F1.csv,A,477,0.06289308176100629
AF-Q92733-F1.csv,A,490,0.42244897959183675
AF-Q16540-F1.csv,A,152,0.09868421052631579
AF-P26196-F1.csv,A,482,0.1825726141078838
AF-Q03001-F8.csv,A,1399,0.4603288062902073
AF-Q9H3R1-F1.csv,A,871,0.1251435132032147
AF-P14550-F1.csv,A,324,0.13580246913580246
AF-Q9UIA0-F1.csv,A,393,0.08396946564885496
AF-Q86T75-F1.csv,A,864,0.4537037037037037
AF-P13995-F1.csv,A,349,0.16332378223495703
AF-P46939-F11.csv,A,1399,0.13009292351679771
AF-O95613-F10.csv,A,1399,0.2930664760543245
AF-Q9H467-F1.csv,A,286,0.1888111888111888
AF-Q5VT40-F1.csv,A,260,0.22692307692307692
AF-Q9H336-F1.csv,A,499,0.21042084168336672
AF-O60806-F1.csv,A,447,0.39373601789709173
AF-Q9BZD2-F1.csv,A,474,0.06329113924050633
AF-Q7Z6I6-F1.csv,A,1100,0.51
AF-A0A075B6H7-F1.csv,A,115,0.1565217391304348
AF-C9JXX5-F1.csv,A,97,0.24742268041237114
AF-P11908-F1.csv,A,317,0.12933753943217666
AF-Q92826-F1.csv,A,283,0.5265017667844523
AF-P0DX53-F1.csv,A,647,0.23802163833075735
AF-Q9NS00-F1.csv,A,362,0.14917127071823205
AF-Q8WTP8-F1.csv,A,324,0.24382716049382716
AF-Q9H0J9-F1.csv,A,700,0.13714285714285715
AF-P35237-F1.csv,A,375,0.14933333333333335
AF-Q5TA79-F1.csv,A,105,0.6857142857142857
AF-Q8TBF8-F1.csv,A,367,0.09264305177111716
AF-P50440-F1.csv,A,422,0.22748815165876776
AF-P98177-F1.csv,A,504,0.5456349206349206
AF-Q9GZX7-F1.csv,A,197,0.1116751269035533
AF-P36888-F1.csv,A,992,0.20362903225806453
AF-P20020-F1.csv,A,1219,0.18539786710418377
AF-P21246-F1.csv,A,167,0.2215568862275449
AF-Q96M29-F1.csv,A,484,0.10743801652892562
AF-P35080-F1.csv,A,139,0.1223021582733813
AF-Q5HYK9-F1.csv,A,609,0.1625615763546798
AF-Q9NR00-F1.csv,A,105,0.14285714285714285
AF-Q9Y227-F1.csv,A,615,0.12682926829268293
AF-Q9UI38-F1.csv,A,384,0.3020833333333333
AF-O00478-F1.csv,A,583,0.21783876500857632
AF-O15389-F1.csv,A,550,0.23272727272727273
AF-Q6ZNW5-F1.csv,A,384,0.15625
AF-O75355-F1.csv,A,528,0.10606060606060606
AF-Q9Y576-F1.csv,A,334,0.11976047904191617
AF-O00329-F1.csv,A,1043,0.09108341323106424
AF-P15923-F1.csv,A,653,0.5068912710566615
AF-P0CW21-F1.csv,A,51,0.13725490196078433
AF-Q6UY13-F1.csv,A,94,0.2127659574468085
AF-Q7Z6Z7-F4.csv,A,1399,0.1529664045746962
AF-Q2M3X9-F1.csv,A,580,0.15
AF-Q7Z407-F4.csv,A,1399,0.18656182987848463
AF-O95780-F1.csv,A,497,0.2112676056338028
AF-Q9UFH2-F16.csv,A,1399,0.04431736954967834
AF-Q96K78-F1.csv,A,796,0.11180904522613065
AF-Q96NX9-F1.csv,A,598,0.41471571906354515
AF-Q07869-F1.csv,A,467,0.14989293361884368
AF-P20671-F1.csv,A,129,0.13178294573643412
AF-P86478-F1.csv,A,220,0.43636363636363634
AF-Q9BTE7-F1.csv,A,236,0.19491525423728814
AF-P15924-F8.csv,A,1399,0.12580414581844174
AF-P98077-F1.csv,A,581,0.3287435456110155
AF-P51114-F1.csv,A,620,0.3241935483870968
AF-A0A2R8Y747-F1.csv,A,148,0.4189189189189189
AF-P09496-F1.csv,A,247,0.22267206477732793
AF-Q969W9-F1.csv,A,286,0.5244755244755245
AF-P43897-F1.csv,A,324,0.19444444444444445
AF-P54259-F1.csv,A,1189,0.5323801513877208
AF-O75081-F1.csv,A,652,0.3834355828220859
AF-Q9NXK8-F1.csv,A,325,0.12
AF-P02768-F1.csv,A,608,0.05098684210526316
AF-Q15413-F12.csv,A,1399,0.0736240171551108
AF-A8MT65-F1.csv,A,543,0.24861878453038674
AF-Q96QH2-F1.csv,A,669,0.5680119581464873
AF-Q8J025-F1.csv,A,513,0.22612085769980506
AF-Q6R2W3-F1.csv,A,1324,0.15332326283987915
AF-A0A075B6N4-F1.csv,A,113,0.1415929203539823
AF-Q92845-F1.csv,A,791,0.07585335018963338
AF-O60296-F1.csv,A,913,0.3559693318729463
AF-Q86YZ3-F1.csv,A,1399,0.6526090064331665
AF-Q05682-F1.csv,A,792,0.2777777777777778
AF-Q6ZN01-F1.csv,A,414,0.4082125603864734
AF-Q96EB6-F1.csv,A,746,0.34718498659517427
AF-Q9Y5P2-F1.csv,A,126,0.36507936507936506
AF-Q9NRW4-F1.csv,A,183,0.11475409836065574
AF-O14686-F5.csv,A,1399,0.5525375268048606
AF-P56937-F1.csv,A,340,0.09705882352941177
AF-Q9UBH0-F1.csv,A,154,0.16233766233766234
AF-Q9NR63-F1.csv,A,511,0.07827788649706457
AF-O75467-F1.csv,A,552,0.30434782608695654
AF-A1L167-F1.csv,A,160,0.125
AF-Q2WGJ9-F1.csv,A,1856,0.25592672413793105
AF-Q9Y244-F1.csv,A,140,0.10714285714285714
AF-Q9UGF6-F1.csv,A,320,0.075
AF-P35354-F1.csv,A,603,0.11276948590381426
AF-P16619-F1.csv,A,92,0.05434782608695652
AF-P0CG00-F1.csv,A,496,0.37701612903225806
AF-L0R819-F1.csv,A,95,0.12631578947368421
AF-Q6V0I7-F12.csv,A,1399,0.1401000714796283
AF-Q92945-F1.csv,A,710,0.28450704225352114
AF-Q9P2K8-F1.csv,A,1648,0.21601941747572814
AF-Q53S33-F1.csv,A,106,0.24528301886792453
AF-Q8WZ69-F1.csv,A,216,0.3333333333333333
AF-Q9HC97-F1.csv,A,308,0.06818181818181818
AF-Q99719-F1.csv,A,368,0.125
AF-Q96MF2-F1.csv,A,363,0.27548209366391185
AF-Q6DN72-F1.csv,A,433,0.2540415704387991
AF-A0A1B0GTK4-F1.csv,A,180,0.25555555555555554
AF-C9JDP6-F1.csv,A,228,0.14473684210526316
AF-Q9H255-F1.csv,A,319,0.02821316614420063
AF-P01624-F1.csv,A,114,0.21929824561403508
AF-A0A0G2JNJ9-F1.csv,A,131,0.2824427480916031
AF-O94827-F1.csv,A,1005,0.3582089552238806
AF-Q9P127-F1.csv,A,312,0.25
AF-Q8NGK5-F1.csv,A,316,0.04113924050632911
AF-Q96HH4-F1.csv,A,296,0.3310810810810811
AF-Q9UHG3-F1.csv,A,504,0.11706349206349206
AF-P15104-F1.csv,A,372,0.12096774193548387
AF-A0A8I5KY20-F1.csv,A,254,0.18110236220472442
AF-A1A4V9-F1.csv,A,330,0.15454545454545454
AF-Q8IYH5-F1.csv,A,902,0.4955654101995565
AF-Q5BKX8-F1.csv,A,363,0.33608815426997246
AF-P43364-F1.csv,A,428,0.3691588785046729
AF-Q9H195-F57.csv,A,1399,0.28377412437455324
AF-Q6P3W6-F10.csv,A,1399,0.7240886347390993
AF-Q6UXE8-F1.csv,A,465,0.13548387096774195
AF-P46778-F1.csv,A,159,0.06918238993710692
AF-Q9H195-F43.csv,A,1399,0.21586847748391708
AF-O94927-F1.csv,A,632,0.08227848101265822
AF-Q9P2X7-F1.csv,A,69,0.21739130434782608
AF-P51587-F10.csv,A,1399,0.3416726233023588
AF-Q96JP2-F4.csv,A,1399,0.19728377412437456
AF-Q6ZTR5-F2.csv,A,1399,0.1679771265189421
AF-Q9UKL4-F1.csv,A,320,0.1875
AF-Q86TP1-F1.csv,A,452,0.1592920353982301
AF-Q6IEV9-F1.csv,A,309,0.042071197411003236
AF-P14784-F1.csv,A,550,0.3418181818181818
AF-Q9H6Z4-F1.csv,A,566,0.38869257950530034
AF-Q86SU0-F1.csv,A,545,0.41651376146788993
AF-Q99619-F1.csv,A,262,0.13740458015267176
AF-Q53H82-F1.csv,A,287,0.13240418118466898
AF-P20807-F1.csv,A,820,0.16707317073170733
AF-Q01484-F11.csv,A,1399,0.7348105789849892
AF-Q8TDV5-F1.csv,A,334,0.08682634730538923
AF-Q8TA94-F1.csv,A,475,0.19157894736842104
AF-Q92750-F1.csv,A,861,0.41927990708478513
AF-P29320-F1.csv,A,982,0.15784114052953158
AF-Q9H3T2-F1.csv,A,929,0.33584499461786865
AF-Q9BXI6-F1.csv,A,507,0.22090729783037474
AF-P0DP74-F1.csv,A,78,0.15384615384615385
AF-Q9H4Q3-F1.csv,A,706,0.41076487252124644
AF-P01593-F1.csv,A,116,0.1724137931034483
AF-A0A0C4DH30-F1.csv,A,116,0.1810344827586207
AF-Q8WZ42-F121.csv,A,1399,0.2215868477483917
AF-Q8TEB7-F1.csv,A,427,0.24121779859484777
AF-P52961-F1.csv,A,326,0.13803680981595093
AF-Q9P1G2-F1.csv,A,101,0.48514851485148514
AF-P98169-F1.csv,A,802,0.42144638403990026
AF-O95429-F1.csv,A,456,0.49122807017543857
AF-Q9HCL2-F1.csv,A,827,0.1354292623941959
AF-O15020-F1.csv,A,2389,0.1088321473419841
AF-Q96J66-F1.csv,A,1381,0.09775524981897175
AF-P36896-F1.csv,A,504,0.17857142857142858
AF-P55042-F1.csv,A,307,0.254071661237785
AF-Q8N6S5-F1.csv,A,225,0.28444444444444444
AF-O43511-F1.csv,A,779,0.0834403080872914
AF-O43240-F1.csv,A,275,0.2290909090909091
AF-Q8WVZ1-F1.csv,A,308,0.18181818181818182
AF-Q14774-F1.csv,A,487,0.4804928131416838
AF-A0A075B6I9-F1.csv,A,116,0.27586206896551724
AF-Q01085-F1.csv,A,374,0.25668449197860965
AF-Q5J8X5-F1.csv,A,151,0.026490066225165563
AF-Q6ZSK4-F1.csv,A,139,0.4316546762589928
AF-Q92838-F1.csv,A,390,0.33589743589743587
AF-P13378-F1.csv,A,289,0.40484429065743943
AF-Q86XX4-F12.csv,A,1399,0.21015010721944247
AF-P13611-F10.csv,A,1399,0.7219442458899213
AF-P16035-F1.csv,A,219,0.1461187214611872
AF-O15297-F1.csv,A,604,0.3526490066225166
AF-Q9P2D7-F2.csv,A,1399,0.059328091493924234
AF-O00566-F1.csv,A,680,0.27205882352941174
AF-Q9Y468-F1.csv,A,839,0.3635280095351609
AF-Q9UJX6-F1.csv,A,821,0.08404384896467722
AF-O00237-F1.csv,A,684,0.17105263157894737
AF-Q86UD3-F1.csv,A,252,0.24603174603174602
AF-P02144-F1.csv,A,153,0.032679738562091505
AF-O15120-F1.csv,A,277,0.09386281588447654
AF-Q96NY7-F1.csv,A,703,0.3186344238975818
AF-Q8NC06-F1.csv,A,267,0.23220973782771537
AF-O00180-F1.csv,A,335,0.0626865671641791
AF-Q99871-F1.csv,A,357,0.0700280112044818
AF-Q5RL73-F1.csv,A,366,0.33060109289617484
AF-Q8WWZ1-F1.csv,A,151,0.152317880794702
AF-Q8N0V4-F1.csv,A,544,0.16727941176470587
AF-Q9NYL5-F1.csv,A,468,0.11965811965811966
AF-Q12955-F2.csv,A,1399,0.21229449606862044
AF-Q6PJQ5-F1.csv,A,310,0.24516129032258063
AF-Q14392-F1.csv,A,661,0.13161875945537066
AF-O15397-F1.csv,A,1036,0.0694980694980695
AF-Q9UMN6-F4.csv,A,1399,0.3781272337383846
AF-Q9Y239-F1.csv,A,952,0.09873949579831932
AF-Q9BZV3-F1.csv,A,1240,0.45241935483870965
AF-Q9UI26-F1.csv,A,974,0.043121149897330596
AF-Q56P03-F1.csv,A,284,0.13380281690140844
AF-Q9H6N6-F1.csv,A,1096,0.03375912408759124
AF-A0A1W2PRN6-F1.csv,A,197,0.30456852791878175
AF-O00337-F1.csv,A,648,0.08024691358024691
AF-Q7Z7H8-F1.csv,A,260,0.15
AF-A6NI87-F1.csv,A,241,0.33195020746887965
AF-Q14674-F1.csv,A,2119,0.18310523831996225
AF-Q8WZ42-F135.csv,A,1399,0.21229449606862044
AF-Q96AX2-F1.csv,A,222,0.13963963963963963
AF-Q9H579-F1.csv,A,482,0.17012448132780084
AF-Q15772-F3.csv,A,1399,0.3152251608291637
AF-Q9H228-F1.csv,A,397,0.18387909319899245
AF-Q86YN1-F1.csv,A,237,0.05907172995780591
AF-Q9BU61-F1.csv,A,183,0.18032786885245902
AF-Q63HN8-F2.csv,A,1399,0.139385275196569
AF-P22314-F1.csv,A,1057,0.12961210974456008
AF-Q7Z417-F1.csv,A,694,0.590778097982709
AF-P05023-F1.csv,A,1022,0.09197651663405088
AF-P01266-F6.csv,A,1399,0.13795568263045033
AF-P27708-F1.csv,A,2224,0.11735611510791367
AF-P49767-F1.csv,A,418,0.2703349282296651
AF-E7EW31-F1.csv,A,1014,0.5986193293885601
AF-Q9UF33-F1.csv,A,1035,0.18357487922705315
AF-Q96DV4-F1.csv,A,379,0.12928759894459102
AF-Q13042-F1.csv,A,619,0.1098546042003231
AF-P52292-F1.csv,A,528,0.08522727272727272
AF-Q8TEQ8-F1.csv,A,1088,0.0974264705882353
AF-Q12955-F11.csv,A,1399,0.7062187276626162
AF-P49281-F1.csv,A,567,0.10052910052910052
AF-Q6P1R4-F1.csv,A,472,0.1440677966101695
AF-P01008-F1.csv,A,463,0.19438444924406048
AF-Q8N9R0-F1.csv,A,144,0.5625
AF-Q9H479-F1.csv,A,308,0.11688311688311688
AF-Q9UKK9-F1.csv,A,218,0.16972477064220184
AF-Q9NWM0-F1.csv,A,554,0.1407942238267148
AF-Q8WZ42-F109.csv,A,1399,0.21229449606862044
AF-Q8TCT9-F1.csv,A,376,0.08244680851063829
AF-A0PJX8-F1.csv,A,342,0.07602339181286549
AF-Q96RW7-F1.csv,A,1399,0.17655468191565404
AF-Q13613-F1.csv,A,664,0.18825301204819278
AF-Q9BQ87-F1.csv,A,521,0.2053742802303263
AF-Q9NRC6-F1.csv,A,1399,0.07076483202287348
AF-P16871-F1.csv,A,458,0.39082969432314413
AF-P98088-F21.csv,A,1399,0.23445318084345962
AF-P0DP09-F1.csv,A,116,0.16379310344827586
AF-Q9UPT6-F1.csv,A,1335,0.36254681647940074
AF-A6NLC8-F1.csv,A,197,0.38578680203045684
AF-Q16798-F1.csv,A,603,0.13266998341625208
AF-Q5T890-F1.csv,A,1549,0.35571336346029697
AF-Q96L91-F3.csv,A,1399,0.3874195854181558
AF-Q99615-F1.csv,A,493,0.06288032454361055
AF-Q9UGU5-F1.csv,A,600,0.38166666666666665
AF-O60869-F1.csv,A,147,0.12244897959183673
AF-Q8NHY3-F1.csv,A,879,0.4243458475540387
AF-Q08397-F1.csv,A,573,0.3717277486910995
AF-Q8WZ42-F31.csv,A,1399,0.15654038598999284
AF-Q6ZNB5-F1.csv,A,233,0.18025751072961374
AF-A0A2R8Y4M4-F1.csv,A,200,0.205
AF-Q8TCS8-F1.csv,A,782,0.159846547314578
AF-Q07954-F9.csv,A,1399,0.20371694067190851
AF-P04183-F1.csv,A,233,0.2317596566523605
AF-Q02505-F5.csv,A,1399,0.6590421729807004
AF-P43268-F1.csv,A,483,0.5279503105590062
AF-Q9Y5C1-F1.csv,A,459,0.1721132897603486
AF-Q2TAK8-F1.csv,A,709,0.36530324400564174
AF-Q13133-F1.csv,A,446,0.18385650224215247
AF-Q5XXA6-F1.csv,A,985,0.13705583756345177
AF-Q9BTP7-F1.csv,A,214,0.08411214953271028
AF-B7ZC32-F1.csv,A,966,0.12525879917184266
AF-Q9H8H2-F1.csv,A,850,0.31176470588235294
AF-Q9Y6H6-F1.csv,A,102,0.11764705882352941
AF-Q99715-F1.csv,A,1399,0.18012866333095068
AF-Q96FZ2-F1.csv,A,353,0.21813031161473087
AF-Q14789-F7.csv,A,1399,0.13867047891350964
AF-Q16698-F1.csv,A,334,0.16467065868263472
AF-Q03169-F1.csv,A,653,0.0995405819295559
AF-Q6PEW1-F1.csv,A,401,0.30174563591022446
AF-P49716-F1.csv,A,268,0.3283582089552239
AF-Q6ZQQ6-F5.csv,A,1399,0.27305218012866334
AF-A6NC05-F1.csv,A,137,0.29927007299270075
AF-P04234-F1.csv,A,170,0.11764705882352941
AF-Q7Z7G8-F10.csv,A,1399,0.19799857040743388
AF-A0AAG2TWI1-F1.csv,A,90,0.3111111111111111
AF-Q9Y4C1-F1.csv,A,1320,0.3234848484848485
AF-Q13033-F1.csv,A,796,0.3391959798994975
AF-Q5VYJ5-F1.csv,A,2155,0.2696055684454756
AF-Q8IUQ4-F1.csv,A,281,0.1601423487544484
AF-Q9NSD7-F1.csv,A,468,0.1388888888888889
AF-P60174-F1.csv,A,248,0.12903225806451613
AF-Q8WZ42-F25.csv,A,1399,0.16940671908506075
AF-Q8NGK9-F1.csv,A,327,0.0581039755351682
AF-Q7Z4W1-F1.csv,A,243,0.09876543209876543
AF-P04083-F1.csv,A,345,0.07246376811594203
AF-Q8TEV9-F1.csv,A,936,0.30235042735042733
AF-A0A0A0MS14-F1.csv,A,116,0.28448275862068967
AF-Q9GZM7-F1.csv,A,466,0.16952789699570817
AF-A2VEC9-F14.csv,A,1399,0.27090779127948533
AF-Q9BTC8-F1.csv,A,593,0.2175379426644182
AF-Q96L46-F1.csv,A,247,0.15789473684210525
AF-Q86VH5-F1.csv,A,580,0.22241379310344828
AF-Q8IZ16-F1.csv,A,205,0.3073170731707317
AF-Q9H4B0-F1.csv,A,413,0.12832929782082325
AF-Q96K17-F1.csv,A,157,0.19745222929936307
AF-O15151-F1.csv,A,489,0.3885480572597137
AF-Q15185-F1.csv,A,159,0.2138364779874214
AF-Q9Y6V0-F6.csv,A,1399,0.6454610436025733
AF-Q96RC9-F1.csv,A,308,0.04220779220779221
AF-P16615-F1.csv,A,1041,0.08837656099903939
AF-O43186-F1.csv,A,298,0.5167785234899329
AF-Q86UP3-F4.csv,A,1399,0.39313795568263044
AF-Q9Y519-F1.csv,A,406,0.15024630541871922
AF-Q9BZQ2-F1.csv,A,652,0.2116564417177914
AF-Q9Y248-F1.csv,A,184,0.08152173913043478
AF-Q8NF91-F1.csv,A,1399,0.061472480343102216
AF-Q6YFQ2-F1.csv,A,87,0.08045977011494253
AF-Q8IZP1-F1.csv,A,548,0.24635036496350365
AF-P16144-F1.csv,A,1821,0.2800658978583196
AF-Q14154-F1.csv,A,514,0.36186770428015563
AF-P31273-F1.csv,A,241,0.4149377593360996
AF-Q9NYC9-F11.csv,A,1399,0.06790564689063616
AF-Q92949-F1.csv,A,420,0.3595238095238095
AF-Q8NDH2-F7.csv,A,1399,0.7348105789849892
AF-A0A5F9ZHS0-F1.csv,A,58,0.20689655172413793
AF-Q5TGU0-F1.csv,A,169,0.10650887573964497
AF-P51649-F1.csv,A,534,0.14606741573033707
AF-P49903-F1.csv,A,391,0.13810741687979539
AF-A6NM10-F1.csv,A,294,0.1598639455782313
AF-A0A0C4DH41-F1.csv,A,117,0.15384615384615385
AF-Q8NGX6-F1.csv,A,334,0.06287425149700598
AF-P0DSN7-F1.csv,A,116,0.13793103448275862
AF-Q9NU22-F20.csv,A,1399,0.2802001429592566
AF-Q13315-F10.csv,A,1255,0.062151394422310755
AF-P22105-F3.csv,A,1399,0.1522516082916369
AF-A8MT69-F1.csv,A,80,0.05
AF-Q96JP0-F1.csv,A,616,0.045454545454545456
AF-Q86UC2-F1.csv,A,559,0.334525939177102
AF-Q8N653-F1.csv,A,839,0.18116805721096543
AF-Q5VWK0-F1.csv,A,637,0.4662480376766091
AF-Q8WZ42-F19.csv,A,1399,0.3666904932094353
AF-A0AAG2TUQ9-F1.csv,A,101,0.37623762376237624
AF-Q03014-F1.csv,A,269,0.48698884758364314
AF-Q5T1H1-F1.csv,A,1399,0.3902787705503931
AF-Q6ZW76-F1.csv,A,655,0.23511450381679388
AF-O94956-F1.csv,A,708,0.15677966101694915
AF-P13987-F1.csv,A,127,0.12598425196850394
AF-Q86SR1-F1.csv,A,602,0.1611295681063123
AF-Q8N5K1-F1.csv,A,134,0.08208955223880597
AF-Q5VT52-F1.csv,A,1460,0.5465753424657535
AF-Q9H324-F1.csv,A,1102,0.16787658802177857
AF-O60814-F1.csv,A,125,0.072
AF-Q8NCB2-F1.csv,A,500,0.368
AF-Q9BZE0-F1.csv,A,523,0.37093690248565964
AF-Q8WXI7-F12.csv,A,1399,0.7676912080057183
AF-P08F94-F3.csv,A,1399,0.14081486776268765
AF-P0CL82-F1.csv,A,116,0.5086206896551724
AF-P00533-F1.csv,A,1209,0.23325062034739455
AF-A0PJX4-F1.csv,A,237,0.4008438818565401
AF-P12956-F1.csv,A,608,0.12664473684210525
AF-Q16552-F1.csv,A,154,0.24025974025974026
AF-Q5T4F7-F1.csv,A,316,0.189873417721519
AF-P29400-F1.csv,A,1684,0.4489311163895487
AF-Q96EV8-F1.csv,A,350,0.2885714285714286
AF-P36269-F1.csv,A,585,0.13333333333333333
AF-Q2TAL5-F1.csv,A,460,0.33695652173913043
AF-Q9H3S3-F1.csv,A,456,0.20833333333333334
AF-P58557-F1.csv,A,166,0.08433734939759036
AF-Q5VTT5-F1.csv,A,1436,0.28133704735376047
AF-Q6DN03-F1.csv,A,192,0.23958333333333334
AF-Q8NBB2-F1.csv,A,129,0.5116279069767442
AF-Q9H799-F5.csv,A,1399,0.3781272337383846
AF-Q9H0X4-F1.csv,A,551,0.19782214156079855
AF-A2RRL7-F1.csv,A,106,0.22641509433962265
AF-Q9NZT1-F1.csv,A,145,0.006896551724137931
AF-Q04837-F1.csv,A,147,0.21768707482993196
AF-A6NC78-F1.csv,A,631,0.2694136291600634
AF-Q92496-F1.csv,A,577,0.11611785095320624
AF-Q8NDH2-F17.csv,A,1399,0.6547533952823446
AF-Q8TB52-F1.csv,A,744,0.25268817204301075
AF-O94856-F1.csv,A,1346,0.25705794947994054
